This is the correlation coefficient matrix for subject 16

| 1.000000 | 0.509147 | 0.678003 | -0.811972 | -0.806167 | -0.690118 | -0.279901 | -0.755804 | 0.619800 | -0.753795 | 0.527856 | -0.767861 | 0.654346 | 0.748484 | -0.757385 | -0.574686 | 0.751702 | 0.397529 | -0.790539 | 0.791300 | 0.739195 | -0.470280 | -0.717550 | -0.720291 | -0.724810 | -0.752396 | -0.525642 | 0.604164 | 0.461440 | 0.755429 |
| 0.916322 | 1.000000 | 0.427604 | 0.497114 | -0.050472 | 0.849369 | 0.847386 | -0.399925 | -0.575140 | -0.787162 | -0.255415 | -0.587256 | 0.468249 | 0.771776 | 0.785351 | -0.172020 | -0.734834 | 0.686063 | -0.857271 | 0.778476 | 0.737818 | -0.656596 | 0.699189 | -0.746382 | -0.653938 | 0.769774 | 0.700320 | -0.224727 | 0.685191 | 0.593738 |
| -0.811069 | -0.808186 | 1.000000 | 0.897670 | 0.307933 | -0.199836 | 0.902000 | 0.752701 | 0.910645 | -0.905471 | 0.900527 | -0.780957 | 0.389785 | 0.734208 | -0.915840 | 0.878552 | -0.834496 | -0.032751 | -0.898722 | 0.771868 | 0.800601 | -0.236409 | -0.852312 | -0.581764 | 0.878173 | 0.886301 | -0.833257 | -0.160593 | 0.622151 | 0.844680 |
| -0.474069 | -0.783151 | 0.863241 | 1.000000 | -0.852867 | 0.933267 | 0.707771 | 0.768176 | 0.886692 | 0.926308 | 0.912860 | -0.907974 | 0.711903 | -0.815632 | -0.888532 | -0.859875 | -0.642330 | -0.852279 | -0.881562 | -0.916766 | 0.909309 | -0.897633 | -0.868700 | 0.880643 | 0.755226 | -0.595879 | -0.882011 | 0.872739 | -0.582011 | 0.857115 |
| -0.856243 | 0.815480 | 0.914610 | -0.909160 | 1.000000 | 0.873035 | -0.955698 | -0.692255 | -0.665732 | 0.909815 | -0.957577 | 0.873466 | -0.851370 | 0.901210 | 0.270576 | 0.904532 | 0.267386 | -0.926164 | 0.959139 | -0.972709 | -0.882367 | 0.901633 | -0.885951 | 0.948211 | -0.957028 | -0.925735 | -0.924670 | 0.919220 | -0.718635 | 0.900743 |
| 0.679571 | 0.842557 | -0.890343 | -0.850508 | -0.952278 | 1.000000 | 0.883491 | 0.534690 | 0.873499 | -0.929170 | -0.553841 | 0.920944 | 0.615647 | 0.792088 | -0.928621 | -0.925470 | 0.921229 | 0.888231 | -0.930765 | -0.828989 | -0.960760 | -0.902332 | -0.245099 | -0.930307 | -0.712019 | 0.923100 | 0.509069 | -0.907513 | -0.921924 | 0.642662 |
| 0.744337 | -0.071806 | 0.884871 | 0.845351 | -0.584929 | 0.912933 | 1.000000 | -0.721394 | 0.517646 | -0.093753 | 0.950112 | 0.952265 | 0.879626 | -0.871609 | -0.927333 | -0.941220 | 0.075972 | -0.872834 | 0.657803 | 0.937586 | 0.633839 | 0.081946 | -0.898942 | 0.692385 | 0.871352 | -0.437087 | -0.560068 | -0.911628 | -0.928822 | -0.569150 |
| 0.775021 | 0.511153 | -0.686097 | 0.831642 | -0.477586 | -0.845634 | 0.684989 | 1.000000 | 0.122075 | 0.011001 | 0.112341 | -0.928525 | -0.633721 | -0.414953 | -0.698827 | -0.915624 | -0.854227 | 0.539807 | -0.828792 | -0.244928 | 0.234914 | 0.919814 | -0.197507 | 0.777822 | 0.864312 | -0.859430 | -0.862387 | -0.927973 | 0.759103 | -0.687620 |
| -0.799939 | -0.815682 | -0.894709 | -0.929397 | -0.970653 | 0.719739 | -0.954791 | 0.861351 | 1.000000 | 0.965038 | -0.954651 | -0.961949 | 0.890710 | -0.947908 | 0.708366 | 0.828912 | -0.952806 | 0.951897 | 0.976511 | -0.965993 | 0.216102 | 0.722162 | 0.724535 | 0.968984 | -0.955893 | -0.323947 | -0.954904 | -0.917842 | -0.954045 | -0.946724 |
| -0.747470 | 0.780404 | -0.888278 | 0.907959 | -0.959300 | 0.954160 | 0.914181 | -0.849770 | 0.972628 | 1.000000 | -0.878918 | -0.932900 | 0.254636 | 0.950087 | 0.968403 | -0.950854 | -0.970066 | -0.940591 | 0.975169 | 0.973987 | 0.984532 | 0.919467 | 0.936995 | -0.973276 | 0.491409 | 0.971950 | 0.948410 | -0.919961 | -0.894597 | 0.958636 |
